cancion,verso,tweet
1,si yo no te escribo tu no me escribe ey,https://twitter.com/claudiamalerva2/status/1522835751070806016
1,si tu quiere yo te busco,https://twitter.com/krissch002/status/1523022122612043776
1,yo se donde tu vive,https://twitter.com/yasdiel22/status/1522971978633732096
1,quiza hoy esta aborrecia,https://twitter.com/ARGU__4/status/1522801917902168065
1,pero por dentro tiene alegria,https://twitter.com/jonatanaguirr14/status/1522741597120647168
1,si quieres te la saco,https://twitter.com/FMNoceda/status/1522997685296373765
1,dos trago y sabe que me pongo bellaco,https://twitter.com/MicaelaVertin/status/1522978292000645121
1,no somo na pero estamo envuelto hace rato ohoh,
1,whatsapp sin el retrato no guarda mi contacto ey ey ey ey,https://twitter.com/Ortizmorel_/status/1522439116431966209
1,pero se la saco,https://twitter.com/MiluEscalante_/status/1523030122965651456
1,dos trago y sabe que me pongo bellaco,https://twitter.com/MicaelaVertin/status/1522978292000645121
1,no somo na pero estamo envuelto hace rato ohoh,
1,whatsapp sin el retrato no guarda mi contacto,https://twitter.com/_alexcarmona/status/1523029143453110274
1,todo e underwater ey,https://twitter.com/Juanma_perez17/status/1522877157483192324
1,baby vamo pal cuarto quarter,https://twitter.com/juaniech_0/status/1522547224781234176
1,en la uru comiendono el pate,https://twitter.com/GoldenBoy__507/status/1522431848625938433
1,te voa dar duro pa que no me compare,https://twitter.com/Mayojita/status/1522930625375780868
1,ey cuidao con ese mahon que se va a romper ey,https://twitter.com/Fajurry/status/1522751642386509824
1,ese booty lo voa romper ey,https://twitter.com/tapadoolanchano/status/1522434708457598976
1,yo no se si yo te vuelva a ver,https://twitter.com/geovannae_/status/1522620620181233667
1,si manana me voa perder,
1,tu ere una player me hiciste un crossover,https://twitter.com/______juampidan/status/1522925454050668544
1,esta ve metiste me diste game over,https://twitter.com/viczz_mg/status/1523000769603117058
1,eheh porque no e pa olvidar,
1,el perreo aquel que se fue viral,https://twitter.com/Badsstyles/status/1522959619077074944
1,dime si manana te va a quedar,https://twitter.com/hmisatoo_/status/1522805414684897283
1,despues de la alarma te lo voy a dar,https://twitter.com/BZevallosss/status/1522969426856927239
1,ey hoy tu no va a trabajar no,https://twitter.com/CantaritoM/status/1522624246261944320
1,si quieres te la saco,https://twitter.com/FMNoceda/status/1522997685296373765
1,dos trago y sabe que me pongo bellaco,https://twitter.com/MicaelaVertin/status/1522978292000645121
1,no somo na pero estamo envuelto hace rato ohoh,
1,whatsapp sin el retrato no guarda mi contacto,https://twitter.com/_alexcarmona/status/1523029143453110274
1,pero se la saco,https://twitter.com/MiluEscalante_/status/1523030122965651456
1,dos trago y sabe que me pongo bellaco,https://twitter.com/MicaelaVertin/status/1522978292000645121
1,no somo na pero estamo envuelto hace rato ohoh,
1,whatsapp sin el retrato no guarda mi contacto,https://twitter.com/_alexcarmona/status/1523029143453110274
1,me gustan asi piquetua,https://twitter.com/sebastiaangs/status/1522988936968261633
1,mami que rica te ve esnua,https://twitter.com/oagz22/status/1522773891722186752
1,quizas no sentiste lo que yo senti,https://twitter.com/Loaviii/status/1523028484116733952
1,pero aun yo te debo una noche en la suite,https://twitter.com/chaefachera/status/1523020292657795074
1,pa darte table,https://twitter.com/MartinCharles23/status/1522433898608738304
1,dale mami habla,https://twitter.com/Ann3ttee/status/1523000324465733633
1,tu ere una diablona no te haga,https://twitter.com/glopezs020899/status/1522988910284091393
1,pa darte tabla,https://twitter.com/americasarabiac/status/1522999879768846336
1,pa darte table,https://twitter.com/MartinCharles23/status/1522433898608738304
1,dale mami habla,https://twitter.com/Ann3ttee/status/1523000324465733633
1,tu ere una diablona no te haga,https://twitter.com/glopezs020899/status/1522988910284091393
1,no no no no no no no no,https://twitter.com/millenaramos06/status/1523030326800699392
1,no no no no no no no no,https://twitter.com/millenaramos06/status/1523030326800699392
1,no no no no no no no no,https://twitter.com/millenaramos06/status/1523030326800699392
1,ey yo no se tu pero yo quisiera amanecer esnu,https://twitter.com/chamaquitolocoo/status/1522643441288630274
1,en una playa por bali si no cancun,https://twitter.com/paoooolavm/status/1522936000070180865
1,pide otro moscow mule,https://twitter.com/iam_paulisergio/status/1523007513847025665
1,que ando en nota nota,https://twitter.com/grochahaddad/status/1522812941288022016
1,ven y choca,https://twitter.com/kevyndior/status/1522966733975343104
1,conmigo que se joda,https://twitter.com/italiacarrillo0/status/1523000095821766661
1,baby tu ta grandota,https://twitter.com/julissaadiaaz/status/1522451602581245953
1,pero hoy ando en nota,https://twitter.com/sunflowerdanaa/status/1522642047416647682
1,ven y choca,https://twitter.com/kevyndior/status/1522966733975343104
1,conmigo que se joda eh,https://twitter.com/RubberBeetleBum/status/1523003898059194368
1,que se joda ey,https://twitter.com/RubberBeetleBum/status/1523003898059194368
1,mami tu quiere perreo tu quiere perreo,https://twitter.com/ROMANTRUJILLO/status/1522970577392263171
1,tu quiere perreo tu quiere perreo,https://twitter.com/ROMANTRUJILLO/status/1522970577392263171
1,tu quiere bellaqueo tu quiere bellaqueo,https://twitter.com/icamiIasgf/status/1522759520510001152
1,tu quiere bellaqueo tu quiere bellaqueo,https://twitter.com/icamiIasgf/status/1522759520510001152
1,mami tu quiere perreo tu quiere perreo,https://twitter.com/ROMANTRUJILLO/status/1522970577392263171
1,tu quiere perreo tu quiere perreo,https://twitter.com/ROMANTRUJILLO/status/1522970577392263171
1,tu quiere bellaqueo tu quiere bellaqueo,https://twitter.com/icamiIasgf/status/1522759520510001152
1,tu quiere bellaqueo tu quiere bellaqueo,https://twitter.com/icamiIasgf/status/1522759520510001152
2,yeah yeah yeah yeah yeah yeah,https://twitter.com/SoumenBagchi10/status/1523030348346523648
2,eheh,https://twitter.com/Ewa_oyin/status/1523029657817423876
2,ja ja,https://twitter.com/ja__x4/status/1523030353883332608
2,eheh eheh eh,https://twitter.com/WallenAL/status/1523010263770746880
2,tu dices que no me atrevo,https://twitter.com/maariaa2704/status/1522990077861052419
2,si supieras que yo ando a fuego,https://twitter.com/carla_lga/status/1522992851847716867
2,dime que tu juega y yo juego,https://twitter.com/StefanyAponte7/status/1522971290243837953
2,no lo dejemo pa luego no,https://twitter.com/YoSoyDaf8/status/1522701430968233984
2,que la luz ya se fue,https://twitter.com/briseidassttnn/status/1522914281544732672
2,y la noche llego,https://twitter.com/moyaopaa/status/1523020541900337157
2,ey quiero saber si usted quiere lo mismo que yo,https://twitter.com/Anitalinda00/status/1522448842293141505
2,dime pa donde vamo,https://twitter.com/fran_arrojo7/status/1523022964043649024
2,despues de la playa,https://twitter.com/ramositza/status/1523030050215370753
2,si nos secamo,https://twitter.com/CordovaLCC/status/1523001477286875137
2,yo traigo la toalla y de nuevo nos mojamo,https://twitter.com/UncIeZay/status/1522987495893475330
2,pero en mi cama,https://twitter.com/The_DonDadda/status/1523025996085145602
2,te voa dar tabla de surfear yeah,
2,dime pa donde vamo,https://twitter.com/fran_arrojo7/status/1523022964043649024
2,despues de la playa,https://twitter.com/ramositza/status/1523030050215370753
2,si nos secamo,https://twitter.com/CordovaLCC/status/1523001477286875137
2,yo traigo la toalla y de nuevo nos mojamo,https://twitter.com/UncIeZay/status/1522987495893475330
2,pero en mi cama,https://twitter.com/The_DonDadda/status/1523025996085145602
2,te voa dar tabla de surfear bebe,https://twitter.com/andrewk3ys/status/1522431282835304448
2,dime vamo pal mambo o no vamo pal mambo,https://twitter.com/martanezcle_/status/1522851291831099393
2,tu me dice mami,https://twitter.com/Emiliocastrq/status/1522972258943315968
2,zumba,https://twitter.com/StevenKasuku/status/1523029733474451456
2,que,https://twitter.com/Pepito68759038/status/1523030390424076288
2,ey ey ey,https://twitter.com/_hamilton27/status/1523030316041965569
2,hoy si que si,https://twitter.com/FABIAN83056087/status/1523030380428898311
2,ah,https://twitter.com/hszz74/status/1523030379858317312
2,wuh,https://twitter.com/JannellAnna/status/1523029619309694977
2,ey,https://twitter.com/khules3/status/1523030391208419328
2,dime pa donde vamo,https://twitter.com/fran_arrojo7/status/1523022964043649024
2,despues de la playa,https://twitter.com/ramositza/status/1523030050215370753
2,si nos secamo,https://twitter.com/CordovaLCC/status/1523001477286875137
2,yo traigo la toalla y de nuevo nos mojamo,https://twitter.com/UncIeZay/status/1522987495893475330
2,pero en mi cama,https://twitter.com/The_DonDadda/status/1523025996085145602
2,te voa dar tabla de surfear bebe,https://twitter.com/andrewk3ys/status/1522431282835304448
2,mami tu vive lejo que,https://twitter.com/yaboidiegoG/status/1522447386789916672
2,pero comoquiera yo voa buscarte wuh,
2,porque tu ta buena y te lo merece tu ta rica,
2,al frente el mar e que yo quiero darte,
2,pa que se pongan contento toa la veces wuh,
2,tu esta moja yo estoy ready pa surfearte toy ready,
2,tranquila que yo se que esto e a vece normal,
2,la otra ve en la playa te emborrachaste y pediste que te bese como fue yeh,
2,como,
2,ey ey ey ey ey ey ey ey,
2,prende eso prende eso prende eso,
2,como,
2,ando con el apechao,
2,que no me llame nadie hoy okey,
2,me lo voa beber to ja,
2,todo el mundo borracho bailando en la playa,
2,sintiendo el calor sintiendo el calor,
2,tu lleva rato mirando y mirando,
2,pegate mejor pegate mejor,
2,de esa chapa se hablan toa la barberia,
2,y en el colmadon y en el colmadon como,
2,ey tu novio se cree romeo,
2,y yo le voa hacer como don le voa hacer como don,
2,que que que,
2,que tu dice,
2,sali con tu mujer,
2,ya dio me perdono falta tu,
2,que que que,
2,toy borracho borracho,
2,ey ey ey ey ey ey,
2,que tu dice de to,
2,no le vamo a bajar okey,
2,no le baje no le baje,
2,ah ah ah ah ah ah como,
2,ey ey ey ey ey ey,
2,que gozadera,
2,ey ey ey ey ey ey,
2,que no se apague,
2,ey ey ey ey ey ey,
2,pa donde vamo pa donde vamo,
2,dime despue de aqui,
2,mera,
2,y este cabron quien e,
2,que esta cogeindo cerveza en la neverita tu,
2,anda con nosotro,
2,ah okey okey okey okey dale,
3,yeah yeah yeah yeah ey,
3,en la guagua se queda el olor de tu perfume,
3,tu ere una bellaca yo soy un bellaco eso e lo que no une,
3,ella sabe que eta buenota y no lo presume,
3,si yo fuera tu gato subiera una foto lo vierne y lo lune,
3,pa que tol mundo vea lo rica que tu eta que tu eta,
3,contigo tengo que apretar,
3,y en la calle ando suelto pеro por ti me quito,
3,si tu me lo pide yo mе porto bonito,
3,y subo un selfie pa que vean lo rica que tu eta que tu eta,
3,las otras tienen que apretar,
3,en la calle ando suelto pero por ti me quito,
3,ey ey tu no ere bebecita tu ere bebesota,
3,frikitona ma se te nota,
3,le gustan los trio cuando esta en la nota,
3,si el novio no sirve de una lo bota,
3,y wow mami dime donde ,
3,se que te dejaste hace un me,
3,y de una de pacho me zumbe,
3,si quieres te hago un bebe,
3,o te traigo la plan b uf,
3,mami que rica tu te ve,
3,pa lo 2000 escuchaba rbd,
3,y ahora quiere perreo toda la noche en la pared,
3, no se debe,
3,mami tu eres elite no te me limite,
3,dejame hacerte lo que amerite y te levite,
3,dale pal escondite no te me ,
3,que aqui no van a poder llegar lo satelite,
3,mami sube algo dame contenido,
3,ese culo subelo mas seguido,
3,me paso jangueando a ver si coincido,
3,y por fin doy contigo,
3,nuestra bellaquera nunca la olvido,
3,ninguna como tu a mi me ha complacido,
3,tu cree que a todas siempre les digo lo mismo,
3,quiere chingar pero no quiere na fijo,
3,pero en confianza me confiesa,
3,dice que nadie le interesa,
3,pero cuando sale se pone traviesa,
3,ey pa que tol mundo vea lo rica que tu eta que tu eta,
3,ey contigo tengo que apretar,
3,y en la calle ando suelto pero por ti me quito,
3,si tu me lo pide yo me porto bonito,
4,ey,https://twitter.com/khules3/status/1523030391208419328
4,titi me pregunto si tengo muchas novia muchas novia,
4,hoy tengo a una manana otra ey pero no hay boda,
4,titi me pregunto si tengo muchas novia je muchas novia,
4,hoy tengo una manana otra,
4,me la voa llevar a toa pa un vip un vip ey,
4,saluden a titi,
4,vamo a tirarno un selfie say cheese ey,
4,que sonrian las que ya les meti,
4,en un vip un vip ey,
4,saluden a titi,
4,vamo a tirarno un selfie say cheese,
4,que sonrian las que ya se olvidaron de mi,
4,me gustan mucho las gabriela,
4,las patricia las nicolle las sofia,
4,mi primera novia en kinder maria,
4,y mi primer amor se llamaba thalia,
4,tengo una colombiana que mе escribe to los dia,
4,y una mexicana quе ni yo sabia,
4,otra en san antonio que me quiere todavia,
4,y las de pr que todita son mia,
4,una dominicana que es uva bombon,
4,uva uva bombon,
4,la de barcelona que vino en avion,
4,y dice que mi bicho esta cabron,
4,yo dejo que jueguen con mi corazon,
4,quisiera mudarme con todas pa una mansion,
4,el dia que me case te envio la invitacion,
4,muchacho deja eso ey,
4,titi me pregunto si tengo muchas novia muchas novia,
4,hoy tengo una manana otra ey pero no hay boda,
4,titi me pregunto si tengo muchas novia ey ey muchas novia,
4,hoy tengo una manana otra rra,
4,titi me preguntotototototototo,
4,titi me preguntotototototototo que pampara,
4,titi me preguntotototototototo,
4,titi me preguntototototo pero ven aca muchacho y para que tu quiere tanta novia,
4,me la voa llevar a toa pa un vip un vip ey,
4,saluden a titi,
4,vamo a tirarno un selfie say cheese ey,
4,que sonrian las que ya les meti,
4,en un vip un vip ey,
4,saluden a titi,
4,vamo a tirarno un selfie say cheese,
4,que sonrian las que ya se olvidaron de mi,
4,oye muchacho del diablo azaroso,
4,suelta ese mal vivir que tu tiene en la calle,
4,buscate una mujer seria pa ti,
4,chacho el diablo c,
4,yo quisiera enamorarme,
4,pero no puedo pero no puedo eh eh,
4,yo quisiera enamorarme,
4,pero no puedo pero no puedo,
4,sorry yo no confio yo no confio,
4,nah ni en mi mismo confio,
4,si quieres quedarte hoy que hace frio,
4,y manana te va nah,
4,muchas quieren mi baby gravy,
4,quieren tener mi primogenito ey,
4,y llevarse el credito,
4,ya me aburri hoy quiero un totito inedito je,
4,uno nuevo uno nuevo uno nuevo uno nuevo ey,
4,hazle caso a tu amiga ella tiene razon,
4,yo voa romperte el corazon voa romperte el corazon,
4,ey no te enamores de mi no no,
4,no te enamores de mi no no ey,
4,sorry yo soy asi asi asi ey,
4,no se por que soy asi ey,
4,hazle caso a tu amiga ella tiene razon,
4,yo voa romperte el corazon voa romperte el corazon ey ey,
4,no te enamores de mi no,
4,no te enamores de mi no no,
4,sorry yo soy asi,
4,ya no quiero ser asi no,
5,yeahyeahyeahyeah,
5,yeahyeahyeahyeahyeah,
5,ey,https://twitter.com/khules3/status/1523030391208419328
5,quiza yo vuelva con mi ex,
5,y no te vuelva a ver y no te vuelva a ver,
5,quizas no te importa quizas te va a doler,
5,esto e un ratito woh,
5,mami no te acostumbre eh,
5,que el amor es muy bonito,
5,pero siempre hay algo que lo interrumpe,
5,esto e un ratito,
5,mami no te acostumbre eh,
5,que el amor es muy bonito,
5,pero siempre hay algo que lo interrumpe,
5,pa mi que yo naci pa estar solo,
5,no hay una loca pa este loco,
5,el tiempo se va y queda poco,
5,baby vamo a hacerlo otra ve a chingar otra ve,
5,porque manana quiza no voa estar,
5,la luz se puso roja hay que parar,
5,o si quiere nos bajamo y podemo perrear,
5,baby esto no fue normal,
5,con cualquiera no me acuesto a cualquiera no le meto,
5,ni le cuento mis secreto,
5,me pongo feli cuando llegan tus texto,
5,porque,
5,con cualquiera no me acuesto a cualquiera no le meto,
5,ni le cuento mis secreto,
5,me pongo feli cuando llegan tus texto,
5,o cuando en cuatro te lo meto,
5,ey y te moja toa,
5,contigo me voy a toda ey,
5,espero que lo haya pasao bien,
5,y en verdad te ves bien pero,
5,mi vida es complicada y tu no va a entender,
5,un poco inestable como puede ver,
5,mami fue rico conocerte,
5,pero no se si vuelva a verte,
5,esto e un ratito woh,
5,mami no te acostumbre eh,
5,que el amor es muy bonito,
5,pero siempre hay algo que lo interrumpe,
5,pa mi que yo naci pa estar solo,
5,pa mi que yo naci pa estar solo,
6,ey ey,
6,el que este libre de pecado que tire una piedra y yo tiro un penon yo tiro un penon,
6,anoche sone contigo y me levante grunon,
6,bebiendo desde temprano dios me cuide el higado y rinon ey ey ey,
6,extranando toas las noche de caviar y mignon,
6,ahora eres de fuego como olga tanon je,
6,y en el cora me dejaste el gran canon,
6,tu y yo eramo los thunder y se rompio el equipo,
6,ayer te vieron dique en fiftyeight con otro tipo,
6,yo tambien ando con una galla que con ella flipo,
6,y no no,
6,yo no soy celoso pero quien e ese cabron,
6,dime quien e ese cabron,
6,tranquila no soy psycho,
6,no voa hacer un papelon pero,
6,auch mi corazon,
6,yo no soy celoso pero quien e ese cabron,
6,dime quien e ese cabron,
6,tranquila no soy psycho,
6,no voa hacer un papelon pero,
6,auch mi corazon eh,
6,fiufiufiufui fuifui fuifui,
6,fiufiufiufui fuifui fuifui,
6,fiufiufiufui fuifui fuifui,
6,fiufiufiufui fuifui fui,
6,wow se que soy un caripelao encojonao por eso,
6,cuando con ma de mil he estao a cuantas no le he dao je,
6,pero tranquila que yo mismo me tengo amenazao,
6,yo se lo que tenia lo que no sabia e que se sentia perderlo,
6,si beto lo enrola voy a prenderlo si traen perico voa huelerlo,
6,el cora y la mente enredao en el pecho tengo un dreadlo,
6,enamorao por aqui enamorao por alla ah cupido basta ya,
6,te quiero pa mi na ma y eso e egoismo,
6,me pongo celoso sin razon y eso e machismo ey,
6,un bofeton pa mi mismo,
6,cogimo vacacione y no fuimo de turismo,
6,por el caribe probando nueva tactica,
6,pero si vuelve a la antartica,
6,yo no soy celoso pero quien e ese cabron,
6,dime quien e ese cabron,
6,tranquila no soy psycho,
6,no voa hacer un papelon pero,
6,auch mi corazon,
6,yo no soy celoso pero quien e ese cabron,
6,dime quien e ese cabron,
6,tranquila no soy psycho,
6,no voa hacer un papelon pero,
6,auch mi corazon eh,
6,fiufiufiufui fuifui fuifui,
6,fiufiufiufui fuifui fuifui,
6,fiufiufiufui fuifui fuifui,
6,fiufiufiufui fuifui fuifui,
6,fui fui fuifuifuifui fuifui fuifui,
7,verte en el vip desde lejitos es un privilegio,
7,baby tu eres un mito ese culito e un misterio,
7,tu lo quitas porque te cojan y yo que me coja en serio,
7,yo a dios le voa pedir que te lo explique,
7,que tu estas muy dura tu tienes el pique,
7,no te sorprenden tos estos pavos con ticket,
7,tu lo que quieres es quе te chinguen,
7,ojala y tenga suerte,
7,porque no cualquiera puede llegarte,
7,pero yo voy a mi,
7,porque hoy tu me das suerte,
7,tienes la disco de museo ma tu eres arte,
7,y yo pague pa verte,
7,y va a gustarte,
7,todo lo que quiero hacerte,
7,hoy tengo que hablarte,
7,tienes la disco de museo ma tu eres arte,
7,ojala y tenga suerte,
7,bebe ey,
7,si subiste una story es para que te lo comenten,
7,si te mando un fueguito es que me tienes caliente,
7,tu estas dura de espalda y mas rica de frente eh,
7,mami yo la llevo al oeste je,
7,si  este ey,
7,baby yo quiero darte la buenas noches para que te acuestes,
7,y si se da al fin nos vamos de aqui,
7,ojala digas que si vamo a darle,
7,que andas bonita y suelta bonita y suelta,
7,se dejo del gato y tiene cinco de repuesto,
7,yo quiero saber,
7,con que pantisito te acuesta,
7,baby dime si tu tas puesta,
7,ojala y tenga suerte,
7,porque no cualquiera puede llegarte,
7,pero yo voy a mi,
7,porque hoy tu me das suerte,
7,tienes la disco de museo ma tu eres arte,
7,y yo pague pa verte,
7,y va a gustarte,
7,todo lo que quiero hacerte,
7,hoy tengo que hablarte,
7,tienes la disco de museo ma tu eres arte,
7,ojala y tenga suerte,
7,pa ganarte y por mas que me ignoras esta imposible ignorarte,
7,el sol al lado tuyo no es tan brillante,
7,yo soy davinci tu mi obra de arte,
7,tu eres arte,
7,porque tu flow dios lo bendiga,
7,llega y hata las bebes te ligan,
7,abdominal y sin hacerte la barriga,
7,tu ex todavia te ostiga,
7,porque tu ta costiza,
7,toa la marca actualiza,
7,baby si fuera cristiano hoy te fuera a bautizar,
7,quitate todo que,
7,ya te la quiero ver,
7,que tu estas trending sin tenerte que joder,
7,vente conmigo nos podemos perder,
7,a ti te va a correr,
7,ojala y tenga suerte,
7,porque no cualquiera puede llegarte,
7,pero yo voy a mi,
7,porque hoy tu me das suerte,
7,tienes la disco de museo ma tu eres arte,
7,y yo pague pa verte,
7,y va a gustarte,
7,todo lo que quiero hacerte,
8,yo toy puesto pa ti y tu te me quita,
8,diablo que piquete la chamaquita,
8,el corazon lo puso en la neverita,
8,dice que este verano se queda solita,
8,yo toy puesto pa ti y tu te me quita,
8,diablo que piquete la chamaquita,
8,el corazon lo puso en la neverita,
8,dice que este verano se queda solita,
8,pero nunca sola sola,
8,amores vienen y van como las ola,
8,el dm explotao tos le escriben hola,
8,una fila e cabrone y yo quiero la cola yeah yeah yeah,
8,dejame untarte el sunblock pa que no te queme,
8,aqui hay mucha nenas linda pero tu la tiene,
8,jugar conmigo eso te entretiene,
8,no sea mala me tiene de meme ey ey ey ey,
8,me siento como el sol ey cuando te pones sunblock cuando te pones sunblock,
8,baby dejame entrar dejame entrar dale quitame el lock dale quitame el lock ey,
8,yo me la pasaria contigo viendo tiktok je huhhuh,
8,dejame sorprenderte ey,
8,dejame untarte el sunblock pa que no te queme,
8,aqui hay mucha nenas linda pero tu la tiene,
8,jugar conmigo eso te entretiene,
8,no sea mala me tiene de meme,
8,yo toy puesto pa ti y tu te me quita,
8,diablo que piquete la chamaquita,
8,el corazon lo puso en la neverita,
8,dice que este verano se queda solita,
8,pero nunca sola sola,
8,amores vienen y van como las ola,
8,tu lo que ere e una abusadora,
8,voa buscarte una cerveza y bebe el cora yeah yeah yeah,
9,la melodia con la calle,
9,tony dize,
9,baby dame la senal,
9,si me sigues mirando asi te voa besar te voa besar te voa besar,
9,si es contigo no lo tengo que pensar no no,
9,porque tu no eres como otras no,
9,tu eres diferente eh eh,
9,viviendo la vida loca siempre en contra la corriente,
9,hace lo que a ti te de la gana gana ahahah,
9,siempre pichea meno si el perreo llama jeje llama ahahah ey ey,
9,quiero que tu me ensene que sea mi teacher jeje,
9,una bitch una pitcher ey,
9,lowkey anda a switche,
9,loca que me la chi,
9,ey ey la baby ya va pa treinta y se ve violenta se ve violenta,
9,hace rato esta mirando me di cuenta ya me di cuenta ahah,
9,ella sabe ma que tu asi que no sea tonto chico no le mienta je,
9,no te viva la pelicula que ella es la pelicula y de la que no se renta,
9,sube ese culo y to comentan,
9,una bad bitch yal de lo 90,
9,esa carita agridulce es lo que me tienta,
9,una picky una menta,
9,pa mamartela y rompertela,
9,bajo pa tu cancha y wachartela,
9,si tu amiga quiere ve invitala,
9,ve invitala que se va a hacer,
9,pero yo no quiero a otra no,
9,tu eres diferente,
9,si tu fuera una ola puede que me lleve la corriente,
9,tu hace lo que a ti te de la gana gana ahahah,
9,siempre pichea meno si el perreo llama llama ahahah ey,
9,tu eres de las que sale,
9,tarde en a noche pero sin dejarse ver no no,
9,se dejo y no va a volver nah nah,
9,ahora esta mejor soltera,
9,sale sin hora de llegada no le dicen nada,
9,hace lo que quiera hace lo que quiera,
9,la calle prendia en candela ey ey,
9,y antes de enfangarse prefiere a solas acostarse eh eh,
9,parece colombianas le dicen la parce,
9,no necesita un hombre pa ti hay que buscarse,
9,ella se la vive bailando ohoh,
9,tiene a toa la disco mirando eheh,
9,porque tu no eres como otras no,
9,tu eres diferente ey ey,
9,viviendo la vida loca viviendo la vida loca siempre en contra la corriente ey ey,
9,tu hace lo que a ti te de la gana gana ahahah,
9,siempre pichea meno si el perreo llama llama ahahah,
9,yeahyeah ey,
9,je,
9,bad bunny baby,
9,bebebebe jaja,
9,ey ey tony dize,
9,tony dize jeje,
9,la melodia con la calle,
9,la melodia con la calle,
9,bad bunny baby bebebrrum,
9,eh eh,
10,yeahyeahyeahyeahyeahyeah,
10,eheheheh,
10,no se si es casualidad que yo me sienta asi,
10,siempre que tu estas cerquita de mi,
10,dime que me hiciste que droga me diste,
10,que desde aquella noche no soy igual,
10,tu me mira y empiezo a sudar,
10,siento que puedo volar,
10,baby la nota ya esta haciendo efecto,
10,mi mundo esta jodio y me siento perfecto,
10,porque estas tu aqui moviendote asi no pare,
10,baby tu ere mi droga esta noche no le baje,
10,porque la nota ya esta haciendo efecto,
10,mi mundo esta jodio y me siento perfecto,
10,porque estas tu aqui moviendote asi no pare,
10,baby tu ere mi droga esta noche no le baje,
10,esta no esta si,
10,esta no esta si,
10,esta no esta si,
10,esta no esta si,
10,el gatito tuyo te perdio por negligencia,
10,y yo que no creo en la abstinencia,
10,esta noche en la cama va a haber turbulencia,
10,que rico tu mama te voa dar la permanencia,
10,ese totito e la eminencia,
10,pa bajar yo tengo licencia,
10,desde que fuimo a florencia,
10,se puso mas bicha pero no pierde la esencia,
10,no no de carola,
10,no no no no anda sola,
10,no no no le diga hola,
10,o va a ser otro pa la cola,
10,tu crico te me amola,
10,yo soy fan de esa popola mua mua,
10,mas las picky las endo la coca y la rola,
10,ere tu quien me controla ah ey jeje,
10,en tus ojo veo el mar mami llevame en tu ola,
10,hoy me siento bien p re piola ey,
10,porque la nota ya esta haciendo efecto,
10,mi mundo esta jodio y me siento perfecto,
10,porque estas tu aqui moviendote asi no pare,
10,baby tu ere mi droga esta noche no le baje,
11,yeah dice,
11,rarauw,
11,ella lleva un tiempo solia,
11,pero en las rede no sube na,
11,ohoh no no me pone a maquinear aar,
11,hoy quiere subir cansa de pensar ar,
11,enrola y va a quemar ahay ey,
11,hoy se quiere soltar,
11,no quiere amarrarse solo quiere,
